,osm_id,Parent Category,Category,City,name,lat,lon
17137,269867007,"Media, Sport & Entertainement",Stadium,Camayenne,Stade Coleah,9.529518188795915,-13.680680190584846
17617,550010888,"Media, Sport & Entertainement",Stadium,Camayenne,Stade de la mission,9.512231785999873,-13.703622734947825
17060,249515965,"Media, Sport & Entertainement",Stadium,Conakry,Stade Annexe,9.54679490274206,-13.675158610466537
17269,338672791,"Media, Sport & Entertainement",Stadium,Conakry,Stade du 28 septembre,9.546084137010968,-13.67397032651906
17590,7829658,"Media, Sport & Entertainement",Stadium,Conakry,Stade Général Lansana Conté,9.624468541187861,-13.626666419467654
17600,548791131,"Media, Sport & Entertainement",Stadium,Conakry,Stade Kabinet Kouyaté,9.61232962988704,-13.588202049241595
17650,555585408,"Media, Sport & Entertainement",Stadium,Conakry,Palais des sports,9.547140914732458,-13.674354242132056
17634,552248858,"Media, Sport & Entertainement",Stadium,Coyah,Stade Préfectorale de Coyah,9.710834529588915,-13.392352729339978
16315,9074082518,"Media, Sport & Entertainement",Stadium,Dabola,Stade de la jeunesse,10.7216207,-10.5870497
17667,570465462,"Media, Sport & Entertainement",Stadium,Dabola,stade football,10.718238400000002,-10.704364100000001
17668,570465463,"Media, Sport & Entertainement",Stadium,Dabola,stade terrain BASKETBALL,10.718330505711172,-10.7048642765402
17644,552722107,"Media, Sport & Entertainement",Stadium,Dubréka,Stade préfectoral de Dubréka,9.785242417282346,-13.522261810455346
17652,558134833,"Media, Sport & Entertainement",Stadium,Dubréka,Stade Universitare Rusal,9.681007318556821,-13.58213268819188
16310,9060241378,"Media, Sport & Entertainement",Stadium,Forécariah,Stade préfectorale de Forecariah,9.4276038,-13.0798689
17059,222517569,"Media, Sport & Entertainement",Stadium,Kamsar,Stade de l'Amitié,10.660835710280656,-14.596162091055042
17030,182659191,"Media, Sport & Entertainement",Stadium,Kindia,Fode Fissa,10.047681048308041,-12.864439606484872
17532,536373662,"Media, Sport & Entertainement",Stadium,Lélouma,Stade préfectoral de Lélouma,11.425594689254753,-12.683463923564952
17537,536765850,"Media, Sport & Entertainement",Stadium,Lélouma,Bowal Bêly,11.447992581996893,-12.707968344534867
17438,497220639,"Media, Sport & Entertainement",Stadium,Mandiana,Terrain de foot,10.61017033889896,-8.695132277005731
17882,1089676290,"Media, Sport & Entertainement",Stadium,Siguiri,Terrain de Football de Sobata,11.802878070636641,-9.670063129852768
39,269868747,Others,Cemetery,Conakry,Cimetière de coleah,9.53466833729288,-13.674024051202785
167,427797497,Others,Cemetery,Conakry,Cimetière de Touquiwondy,9.548853786300343,-13.657535297410348
171,427816853,Others,Cemetery,Conakry,Cimetière de Matoto,9.607561075374337,-13.586971759871936
194,467951393,Others,Cemetery,Conakry,Cimétière dixinn,9.554528568691095,-13.671101386885342
300,577599142,Others,Cemetery,Conakry,Cimétière Lambanyi,9.640670557361918,-13.612028546369679
304,578137051,Others,Cemetery,Conakry,Cimetière de Bonfi,9.557883117417548,-13.6404786698011
316,591291322,Others,Cemetery,Conakry,Cimétière Lambanyi,9.638486028247677,-13.6034301131424
324,616018038,Others,Cemetery,Conakry,Cimetière central de Dar-es Salam,9.572354207973905,-13.64177912751425
341,641003646,Others,Cemetery,Conakry,Cimetière de Koloma,9.59544834919427,-13.623962671352809
386,759042446,Others,Cemetery,Conakry,Cimétière de Nongo,9.628083858456058,-13.626123139768263
407,954250182,Others,Cemetery,Coyah,cimétière de Kassogna,9.696214638533737,-13.477176883784892
318,593206468,Others,Cemetery,Dubréka,Cimetière de Foulamadina,9.670918875415946,-13.584689604519346
339,639235998,Others,Cemetery,Dubréka,Cimetière de Sonfonia Gare 1,9.668546399882343,-13.57103635748659
311,586383656,Others,Cemetery,Kankan,Nécropole militaire de Bissandougou,9.942292178138418,-9.15388753454552
413,1015839578,Others,Cemetery,Kankan,Kabouroulolo,10.514132257989704,-9.316246864663443
353,683494019,Others,Cemetery,Labé,Cimetière de Malea,11.335779004375123,-12.277793010993474
384,737640234,Others,Cemetery,Labé,Cimetière de Bowloko,11.319055929639351,-12.27421344075973
241,536755201,Others,Cemetery,Lélouma,Cimetière de Poyé,11.458252007868586,-12.699869705767757
242,537643058,Others,Cemetery,Lélouma,Cimetière de Kénery,11.436411920420497,-12.706250148018341
243,537704683,Others,Cemetery,Lélouma,Cimetière de petel,11.431474917201147,-12.677024548779183
351,683156115,Others,Cemetery,Mandiana,Cémitière Mandiana I,10.644860653320558,-8.689615935231709
14211,5251291809,Others,Courthouse,Boké,TPI de Boké,10.9451339,-14.2808783
14618,5739440971,Others,Courthouse,Camayenne,Cour Constitutionnelle,9.512713,-13.716231
15746,6915461244,Others,Courthouse,Camayenne,Tribunal de première instance de Kaloum,9.5093342,-13.7077403
17641,552718117,Others,Courthouse,Camayenne,Cour Suprême de Guinée,9.532863571120728,-13.690177281611597
11756,4405090282,Others,Courthouse,Conakry,TPI de Dixinn,9.5387233,-13.6811529
17399,449193598,Others,Courthouse,Conakry,tribunal de première instance mafanco,9.539397535339859,-13.669872952790907
15331,6349699617,Others,Courthouse,Dubréka,Palais de justice de Dubreka,9.7906491,-13.5229877
17034,183044282,Others,Courthouse,Kindia,Palais de justice,10.048257450000001,-12.860688049999998
17564,537933114,Others,Courthouse,Lélouma,Justice de Paix de Lélouma,11.427740700000001,-12.67863315
14560,5686174421,Others,Courthouse,Nzérékoré,Maison centrale de N'Zérékoré,7.7484929,-8.8208288
14450,5567661021,Others,Courthouse,Siguiri,Prison civile de siguiri,11.4229095,-9.1649801
16022,7902493549,Others,Courthouse,Télimélé,Justice de Paix de Télimélé,10.910076,-13.0337895
17138,269868747,Others,Graveyard,Conakry,Cimetière de coleah,9.53466833729288,-13.674024051202785
17351,427797497,Others,Graveyard,Conakry,Cimetière de Touquiwondy,9.548853786300343,-13.657535297410348
17354,427816853,Others,Graveyard,Conakry,Cimetière de Matoto,9.607561075374337,-13.586971759871936
17422,467951393,Others,Graveyard,Conakry,Cimétière dixinn,9.554528568691095,-13.671101386885342
17680,577599142,Others,Graveyard,Conakry,Cimétière Lambanyi,9.640670557361918,-13.612028546369679
17692,578137051,Others,Graveyard,Conakry,Cimetière de Bonfi,9.557883117417548,-13.6404786698011
17716,591291322,Others,Graveyard,Conakry,Cimétière Lambanyi,9.638486028247677,-13.6034301131424
17732,616018038,Others,Graveyard,Conakry,Cimetière central de Dar-es Salam,9.572354207973905,-13.64177912751425
17754,641003646,Others,Graveyard,Conakry,Cimetière de Koloma,9.59544834919427,-13.623962671352809
17819,759042446,Others,Graveyard,Conakry,Cimétière de Nongo,9.628083858456058,-13.626123139768263
17870,954250182,Others,Graveyard,Coyah,cimétière de Kassogna,9.696214638533737,-13.477176883784892
16321,9130946766,Others,Graveyard,Dubréka,Cemitiere lansanaya,9.6624121,-13.5292578
17726,593206468,Others,Graveyard,Dubréka,Cimetière de Foulamadina,9.670918875415946,-13.584689604519346
17753,639235998,Others,Graveyard,Dubréka,Cimetière de Sonfonia Gare 1,9.668546399882343,-13.57103635748659
17714,586383656,Others,Graveyard,Kankan,Nécropole militaire de Bissandougou,9.942292178138418,-9.15388753454552
17874,1015839578,Others,Graveyard,Kankan,Kabouroulolo,10.514132257989704,-9.316246864663443
17796,683494019,Others,Graveyard,Labé,Cimetière de Malea,11.335779004375123,-12.277793010993474
17812,737640234,Others,Graveyard,Labé,Cimetière de Bowloko,11.319055929639351,-12.27421344075973
17535,536755201,Others,Graveyard,Lélouma,Cimetière de Poyé,11.458252007868586,-12.699869705767757
17538,537643058,Others,Graveyard,Lélouma,Cimetière de Kénery,11.436411920420497,-12.706250148018341
17543,537704683,Others,Graveyard,Lélouma,Cimetière de petel,11.431474917201147,-12.677024548779183
17795,683156115,Others,Graveyard,Mandiana,Cémitière Mandiana I,10.644860653320558,-8.689615935231709
13868,4543194739,Retail,Bakery,Buedu,Boulangerie,8.4819876,-10.4060649
11536,2942740501,Retail,Bakery,Camayenne,Chez Rémy Descours,9.528364,-13.6899612
15038,6025764385,Retail,Bakery,Camayenne,City Market Four Donka,9.5346953,-13.6858566
15816,7020605619,Retail,Bakery,Camayenne,Allan tantou,9.4636175,-13.7918678
11514,1870096155,Retail,Bakery,Conakry,La baguette magique,9.5546643,-13.6696958
11691,4244254472,Retail,Bakery,Conakry,Boulangerie Patisserie,9.6100541,-13.5966511
14258,5420518721,Retail,Bakery,Conakry,City Marley Four,9.5370819,-13.6762606
14865,5958536201,Retail,Bakery,Conakry,Boulangerie,9.5477395,-13.6775838
14987,5996728970,Retail,Bakery,Conakry,Aux Mille Saveurs de Nanço,9.6226043,-13.631594
16020,7902479312,Retail,Bakery,Conakry,Pain Quotidien,9.6327954,-13.6253675
17357,428489592,Retail,Bakery,Conakry,Boulangerie moderne,9.533626726983695,-13.678991008798448
15329,6348099088,Retail,Bakery,Dubréka,Boulangerie Bagaghoundö,9.7848112,-13.5165826
12718,4534403379,Retail,Bakery,Faranah,Boulangerie de Hamdala Bah,10.0365031,-10.7418542
12725,4534403998,Retail,Bakery,Faranah,Boulangerie,10.0344443,-10.7399914
12441,4534059560,Retail,Bakery,Forécariah,Boulangerie de Mamadou Lamarana BAH,9.4277187,-13.0785584
12448,4534059571,Retail,Bakery,Forécariah,Four a pain,9.4351274,-13.0827308
12449,4534059573,Retail,Bakery,Forécariah,Baldé Ibrahima Téli,9.425627,-13.0827145
12465,4534062490,Retail,Bakery,Forécariah,Four a pain,9.424644,-13.088429
12469,4534062495,Retail,Bakery,Forécariah,Boulangerie de Thierno Mamoudzou Baldé,9.429723,-13.0728346
12471,4534062498,Retail,Bakery,Forécariah,Four a pain,9.4342252,-13.0785362
12479,4534062506,Retail,Bakery,Forécariah,Boulangerie,9.4282227,-13.0762196
12487,4534062519,Retail,Bakery,Forécariah,Four a pain,9.4258974,-13.0914351
12490,4534062522,Retail,Bakery,Forécariah,Cours a pain,9.4245541,-13.0881983
12501,4534062538,Retail,Bakery,Forécariah,Boulangerie,9.4323928,-13.0898666
12507,4534062546,Retail,Bakery,Forécariah,Four a pain,9.4282016,-13.0818307
12536,4534062584,Retail,Bakery,Forécariah,Boulangerie,9.4365098,-13.0817664
13854,4543182645,Retail,Bakery,Forécariah,Four a pain,9.4349803,-13.0829114
13856,4543182649,Retail,Bakery,Forécariah,Cours a pain,9.4263263,-13.0894503
12738,4534408943,Retail,Bakery,Gberia Fotombu,KEITA Lousseny,9.7228138,-10.8787233
12875,4534790617,Retail,Bakery,Gueckedou,Boulangerie,8.6064014,-10.1277415
12882,4534790627,Retail,Bakery,Gueckedou,Boulangerie,8.5746123,-10.1307442
13886,4543213802,Retail,Bakery,Gueckedou,Boulangerie,8.5037353,-10.3310889
13933,4543278633,Retail,Bakery,Gueckedou,Boulangerie,8.6103317,-10.1247166
16419,9363648212,Retail,Bakery,Kankan,Boulangerie de Kèmôba,10.5126774,-9.3195577
12546,4534063903,Retail,Bakery,Kukuna,Boulangerie,9.3401701,-12.8589817
12553,4534072677,Retail,Bakery,Kukuna,Four a pain,9.6643077,-12.828327
12554,4534072681,Retail,Bakery,Kukuna,Four de pain,9.6648242,-12.8296586
12555,4534072682,Retail,Bakery,Kukuna,Four pour pain,9.6639159,-12.8305118
12557,4534080560,Retail,Bakery,Kukuna,Four a pain,9.4449549,-12.7164348
12558,4534080561,Retail,Bakery,Kukuna,Fiurd a paint,9.4427574,-12.7136638
14170,5208030516,Retail,Bakery,Lélouma,Boulangerie,11.4284742,-12.6818548
14173,5213883231,Retail,Bakery,Lélouma,Boulangerie,11.4630649,-12.6651983
12915,4540042908,Retail,Bakery,Macenta,Boulangerie,8.4533452,-9.5879342
12918,4540042915,Retail,Bakery,Macenta,Boulangerie de Rabbiö Barry,8.4565121,-9.5875882
12922,4540042922,Retail,Bakery,Macenta,Boulangerie,8.4581976,-9.5855511
12925,4540042927,Retail,Bakery,Macenta,Boulangerie,8.4552463,-9.5857312
13284,4541902887,Retail,Bakery,Macenta,Boulangerie,8.5520305,-9.452443
13286,4541903090,Retail,Bakery,Macenta,Boulangerie,8.556568,-9.4827417
13366,4541903207,Retail,Bakery,Macenta,Boulangerie,8.5531407,-9.4532288
13396,4541903250,Retail,Bakery,Macenta,Boulangerie,8.5447798,-9.4758708
13436,4541903406,Retail,Bakery,Macenta,Aissetou Koivogui,8.55174,-9.452405
12596,4534091068,Retail,Bakery,Mamou,SOW Thierno,10.3824457,-12.0797896
12626,4534091512,Retail,Bakery,Mamou,Boulangerie,10.389052,-12.0765173
12641,4534091533,Retail,Bakery,Mamou,Boulangerie,10.3804195,-12.0808733
12647,4534091543,Retail,Bakery,Mamou,Four,10.3840076,-12.0803905
12659,4534091562,Retail,Bakery,Mamou,Elhadj Abdoulaye,10.3795725,-12.0791066
12677,4534379781,Retail,Bakery,Mamou,SOW Oumar,10.1882246,-11.8424678
13116,4541350244,Retail,Bakery,New Yekepa,Boulangerie,7.6729605,-8.3089698
13131,4541350265,Retail,Bakery,New Yekepa,Boulangerie,7.6801421,-8.3117583
13137,4541350278,Retail,Bakery,New Yekepa,Boulangerie,7.6809085,-8.3124046
13064,4541347819,Retail,Bakery,Nzérékoré,Boulangerie,7.775247,-8.6783412
13534,4541916792,Retail,Bakery,Nzérékoré,Boulangerie,7.8498894,-9.1089857
13710,4541927583,Retail,Bakery,Nzérékoré,Kiosque de vente de pain,7.7705589,-8.798123
13776,4541927785,Retail,Bakery,Nzérékoré,Boulangerie,7.7552394,-8.8083942
13785,4541927803,Retail,Bakery,Nzérékoré,Point de vente de pain,7.7909128,-8.8189839
13814,4541930764,Retail,Bakery,Nzérékoré,Boulangerie de Camara,7.6382638,-8.7988928
13826,4541930780,Retail,Bakery,Nzérékoré,Boulangerie,7.638309,-8.7971386
13920,4543249562,Retail,Bakery,Nzérékoré,Boulangerie,7.8004748,-8.6990126
13569,4541917493,Retail,Bakery,Sanniquellie,Boulangerie,7.3488678,-8.943473
12770,4534687525,Retail,Bakery,Seidu,Boulangerie,8.9476492,-10.4667628
12898,4540019023,Retail,Bakery,Voinjama,Boulangerie de Portho Diallo,8.6637437,-9.6951768
12903,4540019029,Retail,Bakery,Voinjama,Boulangerie,8.6595461,-9.6943313
12904,4540019031,Retail,Bakery,Voinjama,Boulangerie,8.659471,-9.6916597
12906,4540019033,Retail,Bakery,Voinjama,Boulangerie (four),8.6623922,-9.6930613
12932,4541334665,Retail,Bakery,Yomou,Boulangerie,7.85709,-9.2820847
12996,4541339629,Retail,Bakery,Yomou,Boulangerie,7.7131958,-9.2670026
17193,291504338,Retail,Beauty Shop,Camayenne,Zen Garden Spa,9.531844616209806,-13.689979913394525
14043,4760262122,Retail,Beauty Shop,Conakry,TouCoiffure,9.5576619,-13.668132
14857,5957414722,Retail,Beauty Shop,Conakry,Métamorphose,9.5462203,-13.6775067
14894,5966547838,Retail,Beauty Shop,Conakry,Les Jumelles,9.5505526,-13.676322
14895,5966548291,Retail,Beauty Shop,Conakry,Mariam,9.5516955,-13.6760809
14911,5966577346,Retail,Beauty Shop,Conakry,Salon de coiffure Nene Et Miss Rougui,9.5483044,-13.6739727
14914,5966608447,Retail,Beauty Shop,Conakry,Mariam et Copines,9.5471593,-13.6766152
14945,5981900086,Retail,Beauty Shop,Conakry,Issa Beauté,9.6561878,-13.6002054
15179,6082105618,Retail,Beauty Shop,Conakry,Salon de Coiffure Nantenin Fondis,9.614367,-13.5892391
15185,6085384000,Retail,Beauty Shop,Conakry,Salon de Coiffure Louis Figo,9.6324333,-13.5761149
15190,6093058024,Retail,Beauty Shop,Conakry,Salon de Beaute Yatou Mambaye,9.6260381,-13.5816676
15417,6372468859,Retail,Beauty Shop,Conakry,Secret Charm,9.6022539,-13.6467507
15532,6451797947,Retail,Beauty Shop,Conakry,Top Diamon Coiffure,9.6038414,-13.6421007
15540,6451799110,Retail,Beauty Shop,Conakry,Bouba stylez,9.6047582,-13.6437522
15737,6902242126,Retail,Beauty Shop,Conakry,Belle en bio,9.5455946,-13.6780066
15915,7289043839,Retail,Beauty Shop,Conakry,Mariame Ciré Coiffure,9.6341997,-13.5723406
15724,6899785802,Retail,Beauty Shop,Dubréka,Salon de Coiffure Mimi,9.6706743,-13.5813299
15725,6899816533,Retail,Beauty Shop,Dubréka,Christine Coiffure,9.6708137,-13.5812356
15743,6909093182,Retail,Beauty Shop,Dubréka,Salon de coiffure Ibrahima Sory Sylla,9.6670442,-13.5777613
16131,8429270366,Retail,Beauty Shop,Dubréka,Salon de coiffure lims,9.6710003,-13.5816729
16380,9288141079,Retail,Beauty Shop,Dubréka,Salon de coiffure chez BAH,9.6544063,-13.5812028
13885,4543213799,Retail,Beauty Shop,Gueckedou,Hangar de coiffure,8.5077671,-10.3355596
13935,4543278636,Retail,Beauty Shop,Gueckedou,Salon de Coiffure,8.55945,-10.1298971
15789,6991897063,Retail,Beauty Shop,Kankan,Salon de coiffure Tiranke Kaba,10.3797268,-9.3003225
13210,4541902361,Retail,Beauty Shop,Macenta,Salons de Beauté,8.5464458,-9.4663846
13227,4541902791,Retail,Beauty Shop,Macenta,Selon de Beauté,8.5482566,-9.4615141
13264,4541902855,Retail,Beauty Shop,Macenta,Kakou kaba,8.5477136,-9.4667656
13290,4541903095,Retail,Beauty Shop,Macenta,Cabane de coiffure de fatou iffono,8.5545807,-9.4738975
13416,4541903278,Retail,Beauty Shop,Macenta,Cabane de coiffure de sayon soropogui,8.5549467,-9.4744353
13990,4543522910,Retail,Beauty Shop,Macenta,Salons de Beauté,8.5450307,-9.4670477
12663,4534091569,Retail,Beauty Shop,Mamou,salons de coiffeur,10.3719663,-12.0801651
13548,4541916815,Retail,Beauty Shop,Nzérékoré,Catherine sagno,7.8518423,-9.1089924
13949,4543513776,Retail,Beauty Shop,Nzérékoré,Salon Coiffure,7.7543626,-8.8173228
13964,4543514406,Retail,Beauty Shop,Nzérékoré,salon de coiffure,7.76317,-8.8147325
13578,4541917511,Retail,Beauty Shop,Sanniquellie,Atelier coiffure Seny,7.3482465,-8.9556255
13582,4541917520,Retail,Beauty Shop,Sanniquellie,Atelier Coiffure,7.3481686,-8.9542946
13466,4541907842,Retail,Beauty Shop,Yomou,Coiffure,7.8995046,-9.3585666
14108,4977718821,Retail,Bookshop,Camayenne,L'Harmattan,9.5102466,-13.7111589
15621,6746288486,Retail,Bookshop,Camayenne,C1,9.5078723,-13.7055373
15623,6746308085,Retail,Bookshop,Camayenne,C2,9.5047868,-13.7095221
15624,6746308086,Retail,Bookshop,Camayenne,C3,9.504925,-13.7112827
15625,6746308087,Retail,Bookshop,Camayenne,C7,9.5353464,-13.6851562
15630,6746308185,Retail,Bookshop,Camayenne,C4,9.5080648,-13.715324
15632,6746308285,Retail,Bookshop,Camayenne,C5,9.5104338,-13.7146416
15633,6746308385,Retail,Bookshop,Camayenne,C6 port,9.5146622,-13.7151763
14922,5966756362,Retail,Bookshop,Conakry,Librairie Islamique Jabal Arafat,9.5478446,-13.6732993
14927,5968874622,Retail,Bookshop,Conakry,Librairie Islamique JABAL ARAFAT,9.5500465,-13.6737565
15622,6746288487,Retail,Bookshop,Conakry,C8,9.6071442,-13.649004
15628,6746308090,Retail,Bookshop,Conakry,C9,9.6057294,-13.6498657
15920,7298753933,Retail,Bookshop,Conakry,Imprimerie MAB,9.5470118,-13.6721602
15803,6991962557,Retail,Bookshop,Dabola,Librairie papeterie billand Dabola,10.7431408,-11.1078495
15575,6618843880,Retail,Bookshop,Dubréka,Librairie chez Mamadou Diallo,9.6674742,-13.5609893
11550,2949618619,Retail,Bookshop,Labé,Papeterie,11.3175244,-12.2782894
14942,5977004674,Retail,Mall,Conakry,Centre Commercial Laye Kebe,9.5554781,-13.6582162
15479,6401054497,Retail,Mall,Conakry,Galerie Versailles,9.5630668,-13.6400264
16340,9204498036,Retail,Mall,Conakry,Centre commercial chic Africa,9.6405777,-13.6128129
17024,39389799,Retail,Mall,Conakry,Grand Marché de Conakry,9.563121652115596,-13.642155824297436
17271,338678771,Retail,Mall,Conakry,Bordeaux,9.54556265,-13.668088749999999
17355,427823138,Retail,Mall,Conakry,centre de la station,9.534583999999999,-13.678285950000001
17404,452239382,Retail,Mall,Conakry,Centre commercial Falloulaye,9.543020106313799,-13.668640161671131
17599,548727162,Retail,Mall,Conakry,Centre commercial oulada,9.64222053266849,-13.564465779270085
17653,558387645,Retail,Mall,Conakry,Prima Center,9.603037825129043,-13.63902652910499
17718,591690682,Retail,Mall,Conakry,Centre commercial de Lambanyi,9.638943196380756,-13.615627462613826
17735,616434324,Retail,Mall,Conakry,Centre commercial poukou,9.591702187227714,-13.624280561947
17739,8549246,Retail,Mall,Conakry,Centre commercial,9.544421627366544,-13.667328844681519
12822,4534784665,Retail,Mall,Gueckedou,Hangar de commerce de kadiatou camara,8.5077708,-10.335558
15798,6991943048,Retail,Mall,Kankan,Centre commercial El hadj Fanta karamo camara,10.3745082,-9.2985844
17337,426584901,Retail,Mall,Kindia,SANS LOI YA,10.049468561114452,-12.855535183960063
17338,426584903,Retail,Mall,Kindia,ley commany,10.048693064751243,-12.855231544952435
12919,4540042916,Retail,Mall,Macenta,Hangar,8.4552973,-9.5867968
12650,4534091547,Retail,Mall,Mamou,Cale,10.3938442,-12.081104
13121,4541350251,Retail,Mall,New Yekepa,Magasin,7.6794033,-8.3141077
13129,4541350261,Retail,Mall,New Yekepa,Annexe lieux de vente articles divers,7.6793861,-8.3122998
13551,4541916822,Retail,Mall,Nzérékoré,Magasin,7.8518556,-9.109152
17799,687444045,Retail,Mall,Siguiri,Grand hangard commercial,11.79922915,-9.71046015
16634,364641829,Retail,Marina,Camayenne,port de kassa,9.478620261631377,-13.747611563475829
16950,8654680697,Retail,Marina,Camayenne,Téminètaye,9.5097621,-13.7037224
16639,427805904,Retail,Marina,Conakry,Djoliba pêche,9.557160393294145,-13.669352093424646
16866,6023246848,Retail,Marina,Dubréka,port 1 de Sonfonia,9.6847684,-13.5754136
16949,8606561826,Retail,Marina,Dubréka,Débarquadère de Tobolon,9.7313805,-13.5245883
16974,9140554482,Retail,Marina,Dubréka,Port arisanal de Dubréka,9.7936451,-13.525473
16630,222608533,Retail,Marina,Kamsar,Port Néné,10.678384425416638,-14.608611182731222
16760,3834128790,Retail,Marina,Kamsar,Port Fory,10.6706191,-14.6105289
15618,6744417296,Retail,Market Place,Boké,Marché sangaredi,11.1052425,-13.8094404
16066,8202658113,Retail,Market Place,Boké,Marché Hebdo de Djiguiti,11.2659932,-14.2074238
16094,8273477310,Retail,Market Place,Boké,Marché de Tamakènè,10.9724313,-14.2707796
12835,4534784727,Retail,Market Place,Buedu,Marché hebdomadaire de Owet Djiba,8.4820692,-10.4083735
11752,4398901037,Retail,Market Place,Conakry,Petit Marché,9.5480629,-13.6657243
14349,5511952779,Retail,Market Place,Conakry,Marché de Dar-es Salam,9.5783978,-13.6366355
14771,5866884272,Retail,Market Place,Conakry,Marché de la Belle Vue,9.5579596,-13.6658844
14925,5968869163,Retail,Market Place,Conakry,OBB MARCHE,9.5499151,-13.6738609
15916,7289060001,Retail,Market Place,Conakry,Alimentation Générale DIALLO et Frère,9.6343815,-13.5724718
17155,270390809,Retail,Market Place,Conakry,Marché Matoto,9.611887013542331,-13.595480844559606
17373,438399790,Retail,Market Place,Conakry,Marché de yembeya,9.620045450875205,-13.607276997729269
17498,505452428,Retail,Market Place,Conakry,Marché de Bonfi,9.559201559210303,-13.642766916507915
17589,7826741,Retail,Market Place,Conakry,Marché de Kaporo,9.611072347912296,-13.644908869254374
17772,647725730,Retail,Market Place,Conakry,Marché Kaléta,9.635291739992873,-13.573717794553318
17794,682413141,Retail,Market Place,Conakry,Tabossy Marché,9.640897170488817,-13.593051350500035
16615,10089382219,Retail,Market Place,Coyah,Wonkifong marché,9.6584133,-13.3840975
17383,442220338,Retail,Market Place,Coyah,Friguidy 2,9.729922835232214,-13.431283003797658
16434,9482101208,Retail,Market Place,Dalaba,Big Marketplace of Dalaba,10.6903565,-12.247818
15614,6739064747,Retail,Market Place,Dinguiraye,Marché de Fadou-Saba,10.9993778,-10.5293801
14717,5821210505,Retail,Market Place,Dubréka,Marché Radar,9.6760133,-13.5471779
15314,6348094275,Retail,Market Place,Dubréka,Marché Centre-Ville Dubréka,9.7909531,-13.5236329
15370,6356283374,Retail,Market Place,Dubréka,Marché centre ville dubreka,9.7912011,-13.5237611
15857,7093714724,Retail,Market Place,Dubréka,Marché du KM5,9.7870504,-13.486568
15869,7150964029,Retail,Market Place,Dubréka,Marché d'ansoumaia plateau,9.6900979,-13.5387672
16337,9204487233,Retail,Market Place,Dubréka,Toumanya marché,9.7955386,-13.4897023
16529,9801351640,Retail,Market Place,Dubréka,Nouveau marché,9.7920017,-13.524719
17150,270168054,Retail,Market Place,Dubréka,Marché T8,9.673881906149168,-13.543178724202468
17513,534127927,Retail,Market Place,Dubréka,Marché du KM36,9.70326490626983,-13.496765370070197
17514,534175941,Retail,Market Place,Dubréka,Marché de Tôbôlôn,9.717067966962086,-13.50995189200861
17577,541201908,Retail,Market Place,Dubréka,Marché de Gomboyah,9.72292952351274,-13.476301019489965
17584,545952246,Retail,Market Place,Dubréka,Marché de Lansanaya,9.666439404031799,-13.525619649470155
17591,548476630,Retail,Market Place,Dubréka,Marché de baylobayah,9.681109988755939,-13.525044688521444
13857,4543182650,Retail,Market Place,Forécariah,Marche Forécariah,9.4311182,-13.091651
17053,201002277,Retail,Market Place,Gaoual,Marché,11.752483277530859,-13.199232132015533
17194,291569246,Retail,Market Place,Gaoual,Lumo,11.756125596788655,-13.210244139624582
11634,4114763410,Retail,Market Place,Gueckedou,Marché Central de Guéckédou,8.5636941,-10.1348951
12794,4534784618,Retail,Market Place,Gueckedou,Marché Hebdomadaire de Koundou,8.6395796,-10.4132473
12825,4534784671,Retail,Market Place,Gueckedou,Le marché de Nongoa,8.505269,-10.3312686
12827,4534784678,Retail,Market Place,Gueckedou,Marché de Gueckedou,8.5626557,-10.1345846
12829,4534784680,Retail,Market Place,Gueckedou,Petit marché Camp,8.6086348,-10.1275787
13879,4543213789,Retail,Market Place,Gueckedou,Marché de Nongoa Centre,8.5054526,-10.3315133
15458,6390455949,Retail,Market Place,Kamsar,Marché CBG,10.6692884,-14.6053745
17761,643545538,Retail,Market Place,Kangaba,Marché de Sananfara,11.494981930050603,-8.548421117200018
11530,2858391071,Retail,Market Place,Kankan,ߟߐ߯ߝߍ,10.510446,-9.3177442
15791,6991915790,Retail,Market Place,Kankan,Grand marché de Kankan,10.3758039,-9.2995838
16082,8218494962,Retail,Market Place,Kankan,Supermarché chez lass,10.3868509,-9.3129659
16049,8147002509,Retail,Market Place,Kimbo,Marché de Banguigny,10.673305,-13.5999333
11666,4179488688,Retail,Market Place,Kindia,Khalia Khory,10.0241337,-12.8772911
14015,4554065012,Retail,Market Place,Kindia,marché hebdomadaire de tanene,10.2070339,-12.8909775
16034,7902573389,Retail,Market Place,Kindia,Marché de Samaya,10.08128,-13.0181283
17038,183050480,Retail,Market Place,Kindia,Grand Marché,10.048583308249402,-12.856317939360007
11513,1869955792,Retail,Market Place,Kissidougou,Marché de Kissidougou,9.190617,-10.1001642
15634,6757187391,Retail,Market Place,Kissidougou,Marché public,9.0334512,-9.8657749
15635,6757187392,Retail,Market Place,Kissidougou,Hangar couvert,9.0330904,-9.8660594
15163,6079079707,Retail,Market Place,Koubia,Marché de Koubia,11.5871564,-11.891266
16572,9958800192,Retail,Market Place,Koubia,Marché de Bassara,11.6207689,-11.7854152
14086,4896198267,Retail,Market Place,Koundara,Marché de Koundara,12.4844151,-13.2968413
17873,1004695766,Retail,Market Place,Kouroussa,Marché hebdomadaire,10.848715020669381,-9.471125383167884
12547,4534063904,Retail,Market Place,Kukuna,Marché de Kafou,9.3419855,-12.8579424
